ID,Healthcare,Utilities,Technology,Industrials,Financials,Consumer Goods,Basic Materials,Consumer Services,Oil & Gas,Telecommunications,Idiosyncratic
43820,0%,0%,0%,0%,0%,45%,20%,0%,0%,5%,30%
52748,0%,0%,0%,40%,45%,0%,0%,0%,0%,0%,15%
49064,0%,55%,0%,0%,0%,0%,0%,0%,0%,15%,30%
54125,0%,0%,0%,0%,0%,0%,0%,55%,5%,0%,40%
40379,0%,0%,0%,0%,0%,30%,0%,40%,0%,0%,30%
35059,0%,0%,0%,0%,0%,50%,0%,0%,35%,0%,15%
55501,0%,25%,0%,0%,0%,30%,5%,0%,0%,0%,40%
48680,0%,0%,35%,0%,0%,0%,30%,0%,0%,0%,35%
50753,0%,0%,0%,5%,0%,0%,0%,0%,70%,0%,25%
45418,5%,0%,65%,0%,0%,0%,0%,0%,10%,0%,20%
57282,0%,65%,10%,0%,0%,0%,0%,10%,0%,0%,15%
58050,20%,0%,0%,50%,0%,0%,0%,0%,0%,0%,30%
51403,0%,0%,0%,0%,0%,0%,0%,60%,0%,0%,40%
30688,0%,0%,15%,10%,0%,0%,35%,0%,0%,0%,40%
34688,0%,0%,0%,0%,0%,0%,0%,0%,50%,10%,40%
42013,0%,0%,0%,65%,0%,15%,0%,0%,0%,0%,20%
51124,15%,0%,0%,0%,55%,15%,0%,0%,0%,0%,15%
32649,5%,0%,0%,20%,0%,45%,0%,0%,0%,0%,30%
33122,0%,40%,0%,0%,0%,0%,0%,0%,10%,0%,50%
47456,0%,50%,0%,25%,0%,0%,0%,0%,0%,0%,25%
52645,0%,0%,0%,0%,60%,0%,0%,15%,0%,0%,25%
56464,0%,0%,0%,0%,0%,10%,60%,0%,0%,0%,30%
53296,0%,15%,0%,0%,0%,0%,0%,45%,10%,0%,30%
39936,0%,35%,0%,0%,15%,0%,0%,0%,0%,0%,50%
46011,0%,55%,0%,0%,0%,0%,0%,0%,0%,0%,45%
59714,0%,0%,30%,0%,0%,0%,0%,20%,35%,0%,15%
58066,0%,50%,0%,0%,0%,15%,0%,0%,0%,10%,25%
57857,0%,0%,0%,0%,5%,0%,20%,0%,40%,0%,35%
52328,15%,0%,0%,0%,0%,0%,0%,45%,0%,0%,40%
54751,0%,0%,0%,0%,0%,30%,40%,0%,5%,0%,25%
58142,0%,0%,0%,0%,0%,0%,45%,10%,0%,0%,45%
44421,0%,5%,20%,0%,0%,0%,45%,0%,0%,0%,30%
55798,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,40%
33620,0%,0%,55%,0%,20%,10%,0%,0%,0%,0%,15%
36516,0%,0%,0%,0%,0%,0%,0%,0%,65%,0%,35%
38179,25%,0%,0%,0%,35%,0%,0%,0%,0%,0%,40%
50595,0%,0%,0%,0%,40%,0%,25%,0%,0%,15%,20%
41286,0%,0%,0%,15%,0%,0%,0%,60%,10%,0%,15%
48478,0%,75%,0%,0%,0%,0%,0%,0%,0%,0%,25%
41042,20%,0%,0%,0%,0%,0%,0%,30%,0%,10%,40%
44774,0%,15%,0%,45%,0%,0%,0%,0%,0%,0%,40%
34517,0%,50%,0%,0%,0%,0%,25%,0%,0%,0%,25%
42387,0%,0%,0%,0%,15%,35%,0%,0%,0%,0%,50%
30229,40%,15%,0%,0%,0%,0%,0%,10%,0%,0%,35%
38826,0%,60%,0%,0%,0%,0%,0%,0%,0%,0%,40%
50170,15%,0%,0%,0%,0%,0%,0%,0%,35%,0%,50%
52248,0%,0%,55%,0%,25%,0%,0%,0%,5%,0%,15%
37220,0%,0%,0%,0%,0%,60%,0%,0%,0%,20%,20%
32306,0%,10%,0%,0%,0%,45%,0%,0%,0%,0%,45%
54170,0%,0%,0%,0%,0%,70%,5%,0%,0%,0%,25%
39969,0%,0%,0%,55%,0%,0%,0%,0%,20%,0%,25%
48715,0%,70%,15%,0%,0%,0%,0%,0%,0%,0%,15%
42843,50%,0%,0%,0%,0%,0%,25%,0%,0%,0%,25%
60315,20%,0%,0%,0%,0%,0%,0%,0%,0%,35%,45%
53599,15%,0%,0%,0%,25%,0%,0%,0%,0%,40%,20%
55528,0%,50%,5%,0%,0%,0%,0%,0%,0%,0%,45%
52478,0%,0%,0%,15%,0%,60%,0%,0%,0%,0%,25%
42192,5%,0%,0%,15%,45%,0%,0%,0%,0%,0%,35%
30242,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,50%
57432,0%,10%,0%,0%,0%,0%,45%,15%,0%,0%,30%
42915,0%,0%,0%,0%,0%,50%,0%,0%,0%,35%,15%
30005,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%
44927,0%,0%,0%,0%,0%,10%,0%,40%,25%,0%,25%
34564,15%,0%,0%,0%,0%,70%,0%,0%,0%,0%,15%
35986,0%,0%,10%,20%,0%,45%,0%,0%,0%,0%,25%
56701,0%,0%,0%,0%,0%,0%,0%,15%,0%,65%,20%
44029,0%,0%,0%,0%,0%,0%,45%,0%,5%,0%,50%
59734,0%,0%,35%,0%,25%,0%,0%,0%,5%,0%,35%
33536,0%,5%,0%,0%,0%,0%,55%,0%,0%,0%,40%
32785,0%,0%,0%,0%,0%,0%,55%,0%,0%,0%,45%
37987,0%,0%,0%,0%,25%,0%,45%,0%,0%,0%,30%
41217,55%,0%,0%,0%,0%,0%,10%,0%,0%,0%,35%
58321,0%,0%,5%,0%,0%,0%,0%,0%,0%,45%,50%
59902,0%,0%,10%,0%,40%,0%,0%,25%,0%,0%,25%
31958,0%,0%,0%,0%,0%,0%,50%,0%,5%,0%,45%
57392,0%,35%,0%,25%,0%,0%,0%,0%,0%,0%,40%
54679,0%,0%,0%,0%,60%,0%,0%,0%,0%,0%,40%
38595,0%,10%,10%,0%,0%,0%,0%,0%,40%,0%,40%
45685,10%,0%,0%,0%,0%,5%,0%,65%,0%,0%,20%
31996,10%,0%,0%,0%,0%,0%,55%,0%,0%,0%,35%
43612,45%,0%,0%,0%,0%,0%,0%,0%,15%,5%,35%
39165,75%,0%,0%,0%,0%,0%,10%,0%,0%,0%,15%
45733,0%,0%,0%,0%,0%,0%,20%,0%,15%,45%,20%
45683,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,45%
30176,0%,55%,0%,30%,0%,0%,0%,0%,0%,0%,15%
58646,0%,0%,0%,0%,0%,20%,0%,35%,0%,0%,45%
51635,0%,0%,0%,0%,0%,0%,15%,0%,55%,0%,30%
34887,0%,5%,0%,60%,0%,0%,0%,0%,0%,0%,35%
46881,0%,60%,0%,0%,0%,0%,0%,10%,0%,0%,30%
55455,0%,0%,60%,0%,0%,0%,0%,0%,0%,15%,25%
43401,80%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%
41997,15%,0%,0%,0%,0%,0%,0%,20%,0%,45%,20%
36501,5%,0%,0%,0%,0%,0%,0%,0%,0%,60%,35%
58173,0%,0%,0%,0%,65%,0%,0%,0%,0%,0%,35%
31863,0%,0%,0%,0%,0%,0%,15%,0%,45%,15%,25%
50480,55%,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%
56162,0%,60%,0%,0%,25%,0%,0%,0%,0%,0%,15%
48279,0%,20%,30%,0%,0%,0%,0%,0%,0%,0%,50%
39795,0%,0%,10%,0%,0%,20%,0%,45%,0%,0%,25%
35490,0%,0%,35%,0%,10%,0%,0%,0%,40%,0%,15%
58863,0%,0%,0%,55%,0%,25%,0%,0%,0%,0%,20%
34354,30%,0%,0%,0%,0%,0%,40%,0%,0%,0%,30%
37343,0%,5%,0%,0%,30%,0%,0%,0%,0%,50%,15%
52417,0%,0%,5%,0%,0%,0%,0%,0%,0%,60%,35%
43822,15%,0%,0%,0%,40%,0%,0%,0%,0%,0%,45%
48554,65%,0%,0%,0%,0%,0%,0%,0%,20%,0%,15%
48400,10%,0%,0%,0%,40%,0%,0%,0%,0%,0%,50%
46785,15%,0%,0%,45%,0%,0%,0%,0%,0%,10%,30%
55662,0%,65%,0%,0%,0%,0%,0%,0%,0%,15%,20%
30793,70%,0%,0%,0%,0%,0%,0%,10%,0%,0%,20%
37528,30%,0%,0%,0%,0%,30%,0%,0%,0%,0%,40%
31116,0%,0%,0%,55%,15%,0%,0%,0%,0%,0%,30%
44792,10%,0%,0%,0%,20%,0%,0%,0%,25%,0%,45%
31742,0%,0%,0%,0%,0%,0%,0%,55%,0%,0%,45%
33487,0%,0%,25%,0%,15%,0%,0%,25%,0%,0%,35%
32755,15%,0%,10%,0%,0%,0%,0%,0%,0%,50%,25%
34849,0%,0%,0%,0%,0%,0%,5%,0%,70%,0%,25%
30815,0%,0%,0%,5%,0%,0%,0%,30%,0%,25%,40%
37390,10%,0%,45%,0%,5%,0%,0%,0%,0%,0%,40%
36330,0%,10%,0%,0%,0%,0%,0%,40%,0%,0%,50%
37855,0%,0%,0%,0%,0%,25%,15%,0%,45%,0%,15%
39378,0%,0%,0%,0%,10%,0%,40%,0%,0%,0%,50%
41023,0%,0%,0%,0%,0%,55%,0%,0%,5%,0%,40%
39221,0%,0%,0%,0%,0%,70%,15%,0%,0%,0%,15%
34304,0%,0%,0%,0%,0%,65%,0%,0%,0%,0%,35%
58638,5%,20%,0%,0%,0%,0%,0%,0%,50%,0%,25%
37726,0%,0%,0%,0%,0%,10%,45%,0%,0%,20%,25%
42065,0%,0%,0%,0%,0%,0%,0%,0%,45%,15%,40%
58157,0%,0%,0%,0%,75%,0%,0%,10%,0%,0%,15%
59069,80%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%
42398,0%,0%,0%,0%,0%,30%,0%,0%,35%,0%,35%
32540,0%,0%,60%,0%,0%,0%,0%,0%,15%,0%,25%
44274,0%,65%,0%,0%,0%,0%,0%,0%,5%,0%,30%
42008,0%,0%,0%,0%,0%,65%,0%,0%,5%,0%,30%
60419,0%,0%,0%,15%,0%,5%,0%,0%,0%,55%,25%
51749,45%,0%,0%,0%,0%,0%,0%,15%,0%,20%,20%
50591,0%,40%,0%,0%,0%,0%,35%,0%,0%,0%,25%
60396,0%,0%,65%,0%,0%,10%,0%,0%,0%,0%,25%
55327,0%,5%,15%,0%,45%,0%,0%,0%,0%,0%,35%
44700,0%,20%,0%,0%,0%,25%,20%,0%,0%,0%,35%
48701,0%,0%,0%,0%,0%,0%,0%,25%,45%,0%,30%
33089,0%,0%,60%,0%,0%,0%,0%,0%,10%,0%,30%
34924,0%,0%,0%,0%,0%,0%,15%,35%,0%,0%,50%
32822,0%,0%,10%,0%,55%,0%,0%,0%,15%,0%,20%
60237,5%,0%,0%,20%,0%,0%,0%,0%,40%,0%,35%
34397,0%,0%,45%,15%,0%,0%,0%,0%,0%,0%,40%
39880,0%,0%,0%,0%,20%,0%,0%,0%,0%,60%,20%
59323,0%,0%,0%,0%,0%,0%,0%,0%,10%,65%,25%
34539,0%,15%,0%,0%,20%,0%,0%,45%,0%,0%,20%
59672,30%,0%,0%,15%,0%,40%,0%,0%,0%,0%,15%
55046,0%,15%,0%,45%,0%,0%,0%,20%,0%,0%,20%
32843,0%,10%,0%,0%,0%,65%,10%,0%,0%,0%,15%
50756,0%,0%,0%,10%,0%,0%,0%,30%,0%,30%,30%
41788,0%,0%,0%,55%,0%,0%,15%,0%,0%,0%,30%
32841,40%,0%,0%,0%,0%,0%,30%,0%,0%,0%,30%
40778,10%,0%,0%,0%,0%,0%,0%,50%,0%,0%,40%
60515,0%,0%,5%,0%,0%,0%,0%,0%,55%,0%,40%
51367,0%,0%,0%,0%,0%,0%,0%,0%,0%,70%,30%
39645,0%,0%,0%,0%,65%,0%,0%,0%,10%,0%,25%
31796,0%,0%,0%,0%,10%,0%,70%,0%,0%,0%,20%
55656,0%,15%,0%,45%,0%,0%,0%,0%,0%,0%,40%
59535,0%,0%,0%,0%,35%,0%,0%,0%,45%,0%,20%
57738,40%,0%,0%,25%,0%,0%,0%,10%,0%,0%,25%
30822,0%,0%,0%,0%,0%,0%,0%,70%,0%,0%,30%
33308,0%,0%,65%,0%,0%,15%,0%,0%,0%,0%,20%
31404,0%,0%,0%,0%,0%,0%,0%,0%,55%,0%,45%
54163,10%,0%,0%,0%,0%,0%,50%,0%,0%,0%,40%
41421,15%,0%,0%,0%,30%,15%,0%,0%,0%,0%,40%
42941,0%,0%,0%,5%,45%,0%,35%,0%,0%,0%,15%
45528,0%,0%,0%,0%,0%,0%,0%,35%,0%,15%,50%
53103,55%,0%,0%,5%,0%,0%,0%,0%,0%,0%,40%
33372,0%,0%,0%,0%,0%,45%,0%,0%,0%,10%,45%
54745,0%,70%,0%,0%,0%,0%,10%,0%,0%,5%,15%
32560,0%,0%,0%,0%,10%,50%,0%,0%,0%,0%,40%
47022,5%,55%,5%,0%,0%,0%,0%,0%,0%,0%,35%
59167,0%,65%,0%,0%,0%,0%,0%,0%,5%,0%,30%
40240,20%,0%,0%,0%,0%,0%,0%,5%,25%,0%,50%
32157,0%,10%,0%,0%,0%,20%,0%,0%,0%,50%,20%
45806,0%,0%,0%,0%,0%,0%,0%,5%,45%,30%,20%
33634,0%,0%,0%,5%,0%,0%,0%,0%,0%,55%,40%
43985,0%,15%,60%,0%,0%,0%,0%,0%,0%,0%,25%
45644,10%,0%,0%,50%,0%,0%,0%,0%,0%,0%,40%
32963,0%,55%,0%,0%,0%,0%,0%,25%,0%,0%,20%
38714,0%,0%,0%,0%,60%,0%,0%,0%,5%,0%,35%
39270,0%,0%,15%,55%,5%,0%,0%,0%,0%,0%,25%
44407,0%,35%,0%,0%,0%,0%,15%,15%,0%,0%,35%
31012,0%,0%,0%,0%,0%,0%,0%,20%,25%,25%,30%
51205,5%,0%,55%,0%,0%,0%,0%,15%,0%,0%,25%
53002,0%,0%,5%,0%,45%,0%,0%,0%,0%,0%,50%
51519,0%,0%,0%,0%,25%,0%,0%,0%,55%,0%,20%
54319,0%,0%,0%,0%,0%,25%,0%,55%,0%,0%,20%
44440,30%,35%,0%,10%,0%,0%,0%,0%,0%,0%,25%
54320,0%,0%,55%,0%,0%,0%,0%,0%,0%,0%,45%
48230,0%,5%,0%,0%,0%,0%,45%,0%,0%,0%,50%
46912,0%,0%,0%,0%,0%,45%,0%,25%,0%,0%,30%
58710,25%,15%,0%,0%,0%,0%,0%,40%,0%,0%,20%
40433,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,45%
53494,0%,0%,0%,45%,15%,0%,0%,15%,0%,0%,25%
57209,10%,20%,0%,0%,0%,0%,40%,0%,0%,0%,30%
43166,10%,0%,20%,0%,0%,0%,45%,0%,0%,0%,25%
55592,0%,0%,30%,5%,0%,0%,50%,0%,0%,0%,15%
54414,40%,0%,10%,0%,0%,35%,0%,0%,0%,0%,15%
45009,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%
38928,0%,0%,30%,20%,10%,0%,0%,0%,0%,0%,40%
34469,0%,80%,0%,0%,0%,0%,0%,0%,0%,0%,20%
41176,0%,10%,0%,0%,60%,0%,0%,0%,0%,0%,30%
50592,0%,0%,0%,0%,10%,0%,65%,0%,0%,5%,20%
42290,0%,0%,0%,0%,0%,0%,0%,10%,15%,40%,35%
45642,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,50%
31017,15%,0%,0%,0%,0%,0%,35%,0%,0%,0%,50%
31344,0%,15%,0%,0%,50%,0%,0%,0%,0%,0%,35%
33800,0%,20%,5%,0%,0%,0%,0%,50%,0%,0%,25%
46979,40%,15%,0%,0%,0%,0%,0%,0%,30%,0%,15%
44630,20%,0%,0%,0%,0%,40%,0%,0%,0%,0%,40%
42210,0%,0%,0%,10%,30%,0%,30%,0%,0%,0%,30%
46530,25%,0%,0%,0%,0%,0%,0%,0%,0%,60%,15%
31374,0%,0%,0%,75%,0%,0%,0%,10%,0%,0%,15%
37607,0%,0%,50%,0%,0%,0%,0%,10%,0%,0%,40%
33954,0%,0%,5%,45%,0%,0%,0%,0%,0%,10%,40%
59483,0%,15%,0%,0%,10%,0%,0%,0%,50%,0%,25%
32233,5%,0%,0%,0%,0%,0%,0%,45%,0%,0%,50%
49973,0%,0%,0%,0%,70%,0%,0%,0%,10%,0%,20%
40442,0%,0%,5%,0%,0%,80%,0%,0%,0%,0%,15%
54651,35%,0%,0%,0%,0%,25%,10%,0%,0%,0%,30%
49635,0%,0%,40%,0%,0%,0%,0%,40%,0%,0%,20%
32984,10%,0%,0%,0%,0%,5%,45%,0%,0%,0%,40%
44841,0%,0%,0%,45%,40%,0%,0%,0%,0%,0%,15%
54891,0%,0%,10%,0%,0%,0%,0%,40%,0%,5%,45%
30843,5%,0%,0%,0%,30%,0%,0%,0%,15%,0%,50%
40640,0%,0%,0%,60%,0%,0%,0%,0%,20%,0%,20%
57073,15%,0%,0%,45%,0%,0%,0%,15%,0%,0%,25%
33825,0%,0%,0%,0%,55%,0%,0%,0%,0%,0%,45%
42955,25%,0%,0%,0%,0%,25%,0%,0%,0%,0%,50%
54943,0%,0%,0%,0%,70%,0%,0%,0%,0%,0%,30%
35053,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%
34799,0%,0%,50%,0%,0%,0%,0%,0%,0%,10%,40%
35316,0%,0%,0%,60%,0%,10%,0%,0%,0%,0%,30%
41967,0%,0%,0%,0%,0%,0%,0%,35%,50%,0%,15%
53067,0%,30%,0%,0%,0%,0%,0%,0%,45%,0%,25%
57926,0%,0%,5%,0%,0%,0%,15%,0%,0%,45%,35%
53179,0%,0%,30%,15%,15%,0%,0%,0%,0%,0%,40%
60659,50%,0%,0%,5%,0%,0%,0%,0%,0%,0%,45%
46736,20%,0%,0%,0%,0%,0%,0%,0%,30%,0%,50%
40230,0%,0%,0%,20%,0%,0%,15%,0%,0%,40%,25%
59765,0%,5%,40%,0%,0%,5%,0%,0%,0%,0%,50%
39563,0%,0%,0%,15%,0%,35%,0%,0%,15%,0%,35%
37858,40%,0%,0%,5%,0%,0%,0%,15%,0%,0%,40%
46675,0%,65%,0%,0%,0%,0%,0%,0%,0%,0%,35%
56101,0%,0%,0%,0%,0%,10%,55%,0%,0%,0%,35%
35168,0%,0%,0%,0%,0%,0%,0%,50%,0%,10%,40%
53971,0%,0%,15%,0%,0%,0%,15%,0%,0%,55%,15%
38408,0%,0%,55%,0%,0%,20%,0%,0%,0%,0%,25%
35733,0%,0%,0%,0%,0%,60%,0%,0%,0%,5%,35%
34255,0%,0%,0%,0%,35%,0%,20%,0%,0%,10%,35%
53996,0%,0%,0%,0%,45%,0%,0%,0%,0%,5%,50%
47645,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,45%
54846,0%,40%,0%,0%,0%,0%,0%,0%,0%,35%,25%
52819,0%,0%,0%,0%,0%,0%,0%,0%,85%,0%,15%
47661,30%,0%,0%,45%,0%,0%,0%,0%,0%,0%,25%
46567,0%,0%,0%,60%,0%,15%,0%,0%,0%,0%,25%
58640,0%,0%,0%,5%,50%,0%,0%,0%,20%,0%,25%
59377,0%,0%,0%,0%,0%,10%,50%,0%,0%,0%,40%
47121,0%,0%,0%,30%,0%,0%,0%,0%,35%,0%,35%
38584,0%,45%,0%,0%,25%,0%,0%,0%,0%,0%,30%
42436,0%,0%,0%,0%,0%,0%,30%,0%,55%,0%,15%
34433,0%,0%,0%,0%,0%,0%,0%,5%,0%,60%,35%
50463,0%,0%,25%,0%,0%,25%,0%,0%,0%,0%,50%
53717,0%,0%,0%,0%,15%,0%,35%,0%,0%,0%,50%
30354,0%,0%,0%,0%,30%,0%,20%,0%,0%,0%,50%
50042,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
33056,20%,35%,0%,0%,0%,0%,0%,0%,0%,0%,45%
54038,0%,60%,0%,0%,0%,0%,15%,0%,0%,0%,25%
40084,0%,55%,0%,15%,0%,0%,0%,0%,0%,0%,30%
44695,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,50%
37279,0%,0%,5%,0%,0%,80%,0%,0%,0%,0%,15%
38570,20%,0%,20%,0%,0%,0%,0%,45%,0%,0%,15%
47155,5%,75%,0%,0%,0%,0%,0%,0%,5%,0%,15%
48653,0%,0%,0%,5%,0%,0%,0%,0%,0%,70%,25%
35742,65%,0%,0%,0%,0%,0%,0%,0%,5%,0%,30%
33309,0%,35%,0%,0%,0%,20%,0%,5%,0%,0%,40%
36575,0%,0%,0%,0%,0%,0%,30%,0%,0%,45%,25%
47999,0%,0%,0%,0%,0%,70%,0%,0%,0%,0%,30%
37861,0%,0%,0%,0%,0%,50%,0%,0%,5%,0%,45%
40120,10%,0%,40%,0%,0%,0%,0%,0%,30%,0%,20%
39344,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%
42897,55%,0%,0%,0%,0%,0%,0%,0%,0%,20%,25%
46248,0%,0%,0%,0%,0%,0%,0%,15%,60%,0%,25%
31039,0%,0%,0%,55%,0%,0%,20%,0%,0%,0%,25%
43035,0%,0%,15%,0%,0%,0%,0%,0%,35%,0%,50%
52188,55%,15%,0%,0%,0%,5%,0%,0%,0%,0%,25%
58065,0%,0%,0%,20%,0%,35%,0%,0%,0%,20%,25%
52521,0%,0%,55%,15%,0%,0%,0%,0%,0%,0%,30%
46551,50%,0%,0%,0%,20%,0%,0%,0%,0%,0%,30%
32608,0%,0%,0%,30%,15%,35%,0%,0%,0%,0%,20%
57560,45%,0%,0%,20%,0%,0%,0%,0%,0%,0%,35%
58590,0%,0%,40%,0%,15%,0%,0%,0%,0%,0%,45%
60107,0%,0%,0%,0%,80%,5%,0%,0%,0%,0%,15%
39283,0%,0%,0%,0%,15%,0%,5%,0%,0%,40%,40%
49472,20%,0%,0%,0%,0%,0%,0%,40%,0%,0%,40%
36109,0%,0%,0%,0%,0%,0%,0%,60%,0%,0%,40%
58390,0%,0%,0%,0%,0%,35%,0%,0%,35%,0%,30%
42580,0%,5%,0%,0%,0%,0%,0%,45%,5%,0%,45%
50789,0%,40%,0%,5%,0%,35%,0%,0%,0%,0%,20%
49810,50%,0%,15%,0%,0%,0%,0%,0%,0%,0%,35%
60245,0%,0%,0%,0%,0%,0%,0%,0%,60%,0%,40%
55882,0%,0%,0%,15%,0%,0%,0%,0%,45%,0%,40%
55743,0%,0%,25%,60%,0%,0%,0%,0%,0%,0%,15%
32950,0%,15%,0%,45%,0%,0%,20%,0%,0%,0%,20%
53146,0%,45%,0%,0%,0%,35%,0%,0%,0%,0%,20%
37995,20%,0%,0%,0%,0%,40%,0%,0%,25%,0%,15%
35232,0%,0%,0%,0%,0%,20%,0%,0%,0%,55%,25%
39016,0%,0%,50%,0%,0%,0%,0%,0%,0%,25%,25%
51489,0%,45%,0%,0%,0%,30%,0%,0%,0%,10%,15%
49136,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
45242,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,50%
42591,0%,0%,0%,55%,0%,0%,0%,0%,0%,0%,45%
45319,0%,0%,0%,0%,20%,0%,60%,0%,0%,0%,20%
54623,0%,15%,0%,0%,45%,0%,0%,5%,0%,0%,35%
43231,0%,0%,0%,0%,10%,0%,0%,0%,40%,0%,50%
35530,0%,35%,0%,0%,0%,0%,0%,15%,0%,0%,50%
56222,0%,0%,5%,0%,0%,0%,0%,0%,50%,0%,45%
57002,0%,0%,0%,45%,0%,0%,0%,0%,10%,0%,45%
54825,0%,20%,50%,0%,0%,0%,0%,15%,0%,0%,15%
49826,0%,20%,0%,0%,0%,0%,0%,55%,0%,0%,25%
50193,0%,0%,0%,0%,50%,10%,0%,0%,10%,0%,30%
42930,5%,0%,0%,15%,0%,0%,0%,0%,60%,0%,20%
41236,0%,0%,25%,0%,0%,0%,25%,0%,0%,0%,50%
54807,0%,0%,0%,0%,55%,0%,10%,15%,0%,0%,20%
32778,0%,0%,0%,0%,0%,30%,0%,0%,35%,0%,35%
30923,0%,0%,0%,0%,0%,0%,0%,10%,0%,45%,45%
56650,0%,0%,5%,0%,0%,0%,0%,5%,50%,0%,40%
55496,0%,0%,0%,30%,0%,0%,0%,0%,50%,0%,20%
55217,0%,0%,0%,20%,35%,0%,0%,0%,10%,0%,35%
30358,25%,0%,0%,30%,0%,0%,0%,0%,0%,0%,45%
39800,0%,0%,20%,0%,40%,0%,0%,0%,0%,0%,40%
56994,0%,0%,0%,0%,15%,65%,0%,0%,0%,0%,20%
57079,0%,0%,0%,0%,0%,0%,5%,0%,0%,45%,50%
39662,0%,65%,0%,0%,0%,0%,0%,0%,0%,0%,35%
44218,0%,40%,0%,0%,0%,30%,0%,5%,0%,0%,25%
49228,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%
45634,5%,75%,0%,0%,0%,0%,0%,0%,0%,0%,20%
37326,0%,0%,0%,0%,0%,20%,0%,0%,45%,0%,35%
39163,0%,0%,0%,0%,0%,50%,35%,0%,0%,0%,15%
33898,0%,0%,60%,5%,15%,0%,0%,0%,0%,0%,20%
59026,0%,0%,25%,0%,0%,35%,0%,0%,0%,0%,40%
41990,0%,0%,0%,0%,0%,45%,5%,0%,25%,0%,25%
33837,0%,0%,0%,0%,20%,0%,0%,40%,0%,0%,40%
58965,0%,45%,0%,0%,35%,0%,0%,0%,0%,0%,20%
38003,0%,20%,50%,0%,0%,0%,0%,0%,0%,0%,30%
52879,0%,0%,10%,0%,0%,25%,45%,0%,0%,0%,20%
31167,0%,5%,0%,0%,15%,0%,60%,0%,0%,0%,20%
57383,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,40%
52654,0%,0%,0%,0%,10%,0%,0%,75%,0%,0%,15%
35694,0%,20%,25%,0%,0%,0%,40%,0%,0%,0%,15%
40559,0%,25%,0%,0%,35%,0%,0%,0%,0%,0%,40%
43919,5%,0%,0%,0%,0%,0%,0%,0%,75%,0%,20%
32147,0%,0%,0%,0%,40%,0%,0%,0%,0%,10%,50%
55993,0%,0%,0%,5%,0%,0%,70%,0%,0%,0%,25%
40623,0%,0%,0%,0%,0%,10%,0%,0%,50%,20%,20%
59239,40%,0%,5%,0%,0%,0%,30%,0%,0%,0%,25%
41312,0%,5%,15%,0%,0%,0%,0%,60%,0%,0%,20%
51078,0%,0%,5%,0%,75%,0%,0%,0%,0%,0%,20%
32602,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,50%
37753,0%,0%,0%,0%,0%,45%,0%,25%,5%,0%,25%
39713,0%,0%,0%,0%,0%,35%,0%,0%,20%,0%,45%
46689,0%,20%,0%,0%,0%,0%,0%,0%,30%,0%,50%
42585,0%,0%,0%,10%,0%,0%,0%,30%,0%,25%,35%
46756,5%,70%,0%,0%,0%,0%,0%,0%,0%,0%,25%
43313,0%,0%,0%,5%,0%,0%,45%,0%,0%,0%,50%
53966,0%,0%,20%,0%,0%,0%,0%,35%,0%,0%,45%
39048,0%,0%,60%,0%,0%,0%,0%,0%,20%,0%,20%
54604,0%,35%,0%,20%,0%,5%,0%,0%,0%,0%,40%
36986,0%,0%,0%,60%,0%,0%,0%,0%,5%,0%,35%
39591,65%,5%,0%,0%,0%,0%,0%,0%,0%,0%,30%
59178,0%,0%,0%,0%,50%,0%,0%,15%,0%,0%,35%
30369,40%,0%,0%,5%,0%,0%,0%,0%,10%,0%,45%
30353,0%,30%,0%,25%,0%,0%,0%,0%,15%,0%,30%
59722,0%,20%,0%,55%,0%,0%,0%,0%,5%,0%,20%
31457,0%,0%,0%,60%,0%,0%,0%,0%,0%,0%,40%
34763,0%,0%,0%,35%,0%,0%,0%,0%,15%,35%,15%
39078,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,40%
59290,0%,0%,0%,0%,60%,0%,0%,0%,0%,0%,40%
46183,20%,0%,0%,60%,0%,0%,0%,0%,0%,0%,20%
42902,0%,0%,0%,50%,0%,15%,0%,10%,0%,0%,25%
39308,0%,0%,0%,15%,0%,0%,0%,0%,40%,0%,45%
54433,0%,0%,0%,50%,0%,0%,0%,0%,0%,15%,35%
